date,registration,cause
"Nov 5, 1960",9N-AAD,Unknown
"Oct 22, 1960",A65-92,Unknown
"Oct 8, 1960",YR-TAX,Unknown
"Sep 22, 1960",PP-BTF,Unknown
"Sep 11, 1960",MM136557,Unknown
"Aug 25, 1960",SP-LAL,Unknown
"Aug 24, 1960",PP-BTJ,Unknown
"Aug 24, 1960",CP-665,Unknown
"Aug 23, 1960",56518,Unknown
"Aug 15, 1960",VP-KJS,Unknown
"Aug 15, 1960",PZ-TAO,Unknown
"Aug 1, 1960",TAM-09,Unknown
"Jul 27, 1960",OY-AIW,Unknown
"Jul 11, 1960",,Unknown
"Jul 10, 1960",VT-DGS,Unknown
"Jun 25, 1960",TI-1023,Unknown
"Jun 20, 1960",OO-ARN,Unknown
"May 31, 1960",856,Unknown
"May 27, 1960",OD-ACD,Unknown
"May 23, 1960",N8804E,Unknown
"May 21, 1960",CP-618,Unknown
"May 19, 1960",YV-C-LBG,Unknown
"May 3, 1960",B-026,Unknown
"Apr 18, 1960",52-1062,Unknown
"Apr 14, 1960",CU-C644,Unknown
"Apr 14, 1960",42919,Unknown
"Apr 6, 1960",LV-YAU,Unknown
"Mar 30, 1960",51-0363,Unknown
"Mar 20, 1960",OB-PAM-146,Unknown
"Mar 15, 1960",HK-1001E,Unknown
"Feb 19, 1960",G-AMKT,Unknown
"Feb 15, 1960",AN-ADQ,Unknown
"Jan 26, 1960",PP-CEM,Unknown
"Jan 20, 1960",MM61770,Unknown
"Jan 12, 1960",PI-C430,Unknown
"Jan 6, 1960",17154,Unknown
"Jan 4, 1960",55-2974,Unknown
"Dec 31, 1959",CP-584,Unknown
"Dec 23, 1959",VP-KPA,Unknown
"Dec 21, 1959",ZK-AVL,Unknown
"Dec 17, 1959",16-302,Unknown
"Dec 8, 1959",HK-515,Unknown
"Dec 4, 1959",2060,Unknown
"Nov 22, 1959",PP-NAZ,Unknown
"Nov 22, 1959",6152,Unknown
"Nov 21, 1959",G-AJXE,Unknown
"Nov 17, 1959",CP-625,Unknown
"Nov 15, 1959",G778,Unknown
"Nov 15, 1959",S4419,Unknown
"Nov 9, 1959",E-210,Unknown
"Oct 25, 1959",CP-626,Unknown
"Oct 15, 1959",,Unknown
"Sep 23, 1959",PP-SQV,Unknown
"Sep 5, 1959",F-BFDN,Unknown
"Aug 27, 1959",PP-AVY,Unknown
"Aug 23, 1959",VP-BAO,Unknown
"Aug 7, 1959",T-92,Unknown
"Aug 5, 1959",G-APBX,Unknown
"Jul 15, 1959",EP-ADE,Unknown
"Jul 7, 1959",G-AHPT,Unknown
"Jul 6, 1959",49-0254,Unknown
"Jun 25, 1959",CCCP-04266,Unknown
"Jun 10, 1959",16-306,Unknown
"May 21, 1959",G-AHLL,Unknown
"May 21, 1959",CC-CIA-497,Unknown
"May 20, 1959",57-0468,Unknown
"May 13, 1959",OB-WBP-507,Unknown
"May 8, 1959",OB-QAM-488,Unknown
"May 6, 1959",PP-BTA,Unknown
"Apr 30, 1959",F-BAII,Unknown
"Apr 25, 1959",EP-ACL,Unknown
"Apr 15, 1959",CCCP-L5569,Unknown
"Apr 13, 1959",12,Unknown
"Apr 11, 1959",6150,Unknown
"Apr 9, 1959",135535,Unknown
"Apr 1, 1959",53-3250,Unknown
"Mar 31, 1959",51-5201,Unknown
"Mar 12, 1959",CP-552,Unknown
"Mar 4, 1959",HJ243,Unknown
"Mar 1, 1959",2070,Unknown
"Feb 28, 1959",54-4069,Unknown
"Feb 25, 1959",HB-UAB,Unknown
"Feb 9, 1959",VT-ARY,Unknown
"Feb 7, 1959",ZK-BHX,Unknown
"Feb 1, 1959",ZS-ASV,Unknown
"Jan 29, 1959",53-0371,Unknown
"Jan 29, 1959",S4426,Unknown
"Jan 5, 1959",OD-ACE,Unknown
"Jan 4, 1959",OB-QAL-487,Unknown
"Dec 31, 1958",N5845N,Unknown
"Dec 31, 1958",FAP652,Unknown
"Dec 29, 1958",CP-579,Unknown
"Dec 10, 1958",PK-GHP,Unknown
"Dec 7, 1958",OB-WBO,Unknown
"Nov 25, 1958",F-BAPQ,Unknown
"Nov 17, 1958",51-0162,Unknown
"Nov 8, 1958",TAM-05,Unknown
"Oct 19, 1958",476560/F-RAST,Unknown
"Oct 19, 1958",CF-DRG,Unknown
"Oct 17, 1958",52-6070,Unknown
"Oct 16, 1958",T-66,Unknown
"Oct 15, 1958",TAM-03,Unknown
"Oct 8, 1958",CF-FJL,Unknown
"Sep 29, 1958",131461,Unknown
"Sep 29, 1958",OD-ADB,Unknown
"Sep 26, 1958",VR-NAY,Unknown
"Sep 25, 1958",CF-TET,Unknown
"Sep 24, 1958",EP-ACF,Unknown
"Sep 21, 1958",G-ACZP,Unknown
"Aug 25, 1958",N720,Unknown
"Aug 21, 1958",O-12,Unknown
"Aug 20, 1958",CF-FOF,Unknown
"Aug 13, 1958",T-19,Unknown
"Aug 12, 1958",JA5045,Unknown
"Aug 11, 1958",PP-LEQ,Unknown
"Aug 11, 1958",OD-ACJ,Unknown
"Aug 6, 1958",CF-FHW,Unknown
"Jul 28, 1958",CP-623,Unknown
"Jul 8, 1958",G-ANWW,Unknown
"Jul 7, 1958",27.F.3,Unknown
"Jun 6, 1958",G-AMOT,Unknown
"Jun 3, 1958",51-0114,Unknown
"May 31, 1958",N1302N,Unknown
"May 31, 1958",F-BHKV,Unknown
"May 30, 1958",13487/F-SCID,Unknown
"May 2, 1958",CCCP-N588,Unknown
"Apr 13, 1958",42-93183,Unknown
"Apr 6, 1958",130269,Unknown
"Apr 5, 1958",632,Unknown
"Mar 7, 1958",SU-AGN,Unknown
"Feb 20, 1958",141310,Unknown
"Feb 15, 1958",42-93817,Unknown
"Feb 11, 1958",XA268,Unknown
"Jan 27, 1958",CF-EFZ,Unknown
"Jan 23, 1958",WL633,Unknown
"Jan 21, 1958",TAM-04,Unknown
"Jan 19, 1958",49-2597,Unknown
"Jan 17, 1958",CF-ETG,Unknown
"Jan 11, 1958",PP-CEH,Unknown
"Dec 21, 1957",F-BAPI,Unknown
"Dec 17, 1957",G-AJKP,Unknown
"Dec 10, 1957",CF-GKV,Unknown
"Dec 3, 1957",CCCP-L1657,Unknown
"Nov 19, 1957",26,Unknown
"Nov 16, 1957",JZ-PAB,Unknown
"Nov 2, 1957",CR-IAD,Unknown
"Oct 28, 1957",XA-LIW,Unknown
"Oct 26, 1957",CF-DTS,Unknown
"Oct 26, 1957",HC-SJO,Unknown
"Oct 23, 1957",27.F.5,Unknown
"Oct 23, 1957",G-AOJA,Unknown
"Oct 22, 1957",22.F.4,Unknown
"Oct 20, 1957",CF-CPN,Unknown
"Oct 8, 1957",HZ-AAC,Unknown
"Oct 1, 1957",CF-BYM,Unknown
"Sep 24, 1957",,Unknown
"Sep 20, 1957",PP-LEI,Unknown
"Sep 5, 1957",WB861,Unknown
"Aug 30, 1957",CF-HAF,Unknown
"Aug 29, 1957",XH-SAF,Unknown
"Aug 12, 1957",82/F-SDDX,Unknown
"Jul 23, 1957",128418,Unknown
"Jul 19, 1957",126535,Unknown
"Jul 16, 1957",PH-LKT,Unknown
"Jul 13, 1957",XA-GUV,Unknown
"Jul 9, 1957",18-05,Unknown
"Jun 29, 1957",G-AGUF,Unknown
"Jun 28, 1957",N808D,Unknown
"Jun 28, 1957",N6212C,Unknown
"Jun 25, 1957",HK-513,Unknown
"Jun 25, 1957",CF-HFP,Unknown
"Jun 12, 1957",VW165,Unknown
"Jun 6, 1957",01/F-SCOL,Unknown
"Jun 4, 1957",G-ALTZ,Unknown
"May 21, 1957",28.F.4,Unknown
"May 18, 1957",1278,Unknown
"May 8, 1957",HJ918,Unknown
"May 5, 1957",300,Unknown
"Apr 29, 1957",G-AISF,Unknown
"Apr 26, 1957",40,Unknown
"Apr 19, 1957",,Unknown
"Apr 12, 1957",YV-C-AFA,Unknown
"Apr 12, 1957",131452,Unknown
"Apr 11, 1957",CC-CNC-466,Unknown
"Mar 22, 1957",50-0702,Unknown
"Mar 19, 1957",CF-ILY,Unknown
"Mar 18, 1957",CP-535,Unknown
"Mar 13, 1957",HB-OKO,Unknown
"Mar 4, 1957",51-1110,Unknown
"Feb 23, 1957",PP-AUX,Unknown
"Feb 18, 1957",CP-622,Unknown
"Feb 8, 1957",IJ821,Unknown
"Jan 23, 1957",AN-AEC,Unknown
"Jan 9, 1957",ZK-BHE,Unknown
"Jan 2, 1957",I-LEDA,Unknown
"Dec 22, 1956",CF-AGP,Unknown
"Dec 20, 1956",N1245V,Unknown
"Dec 13, 1956",VK-500,Unknown
"Dec 12, 1956",F-BGNK,Unknown
"Dec 10, 1956",NZ5901,Unknown
"Nov 24, 1956",I-LEAD,Unknown
"Nov 11, 1956",135518,Unknown
"Oct 30, 1956",F-BHHA,Unknown
"Oct 26, 1956",A65-75,Unknown
"Oct 23, 1956",CB-45,Unknown
"Oct 10, 1956",131588,Unknown
"Oct 10, 1956",WX545,Unknown
"Sep 14, 1956",G-ALEJ,Unknown
"Sep 13, 1956",44-77285,Unknown
"Sep 11, 1956",CCCP-N584,Unknown
"Sep 11, 1956",CX-AFA,Unknown
"Aug 26, 1956",G-AJWD,Unknown
"Aug 26, 1956",EP-ADH,Unknown
"Aug 25, 1956",CP-605,Unknown
"Aug 18, 1956",ZS-AVZ,Unknown
"Aug 9, 1956",HK-308,Unknown
"Aug 8, 1956",XY-ADC,Unknown
"Aug 2, 1956",VW812,Unknown
"Jul 22, 1956",G-AESR,Unknown
"Jul 9, 1956",2062,Unknown
"Jul 8, 1956",CF-IHP,Unknown
"Jul 6, 1956",CF-HZL,Unknown
"Jul 2, 1956",N26W,Unknown
"Jun 29, 1956",F-BAPE,Unknown
"Jun 5, 1956",CF-GJL,Unknown
"May 24, 1956",TG-AHA,Unknown
"Apr 22, 1956",CCCP-L1718,Unknown
"Apr 22, 1956",G-AGNS,Unknown
"Apr 18, 1956",51-039,Unknown
"Apr 6, 1956",F-UHAR,Unknown
"Apr 3, 1956",,Unknown
"Apr 3, 1956",CF-HZI,Unknown
"Mar 31, 1956",L2-14/96,Unknown
"Feb 24, 1956",43-15130,Unknown
"Feb 16, 1956",HZ-AAO,Unknown
"Feb 16, 1956",OY-DYY,Unknown
"Jan 25, 1956",48,Unknown
"Jan 25, 1956",70,Unknown
"Jan 11, 1956",71,Unknown
"Jan 9, 1956",XA254,Unknown
"Dec 22, 1955",142424,Unknown
"Dec 17, 1955",XH-SAG,Unknown
"Dec 11, 1955",44-9094,Unknown
"Dec 7, 1955",124899,Unknown
"Dec 3, 1955",9696,Unknown
"Nov 21, 1955",45-0879,Unknown
"Nov 2, 1955",44-35737,Unknown
"Oct 25, 1955",CF-HTP,Unknown
"Oct 25, 1955",LN-BDT,Unknown
"Oct 13, 1955",WX510,Unknown
"Oct 10, 1955",YI-ABQ,Unknown
"Sep 30, 1955",VW845,Unknown
"Sep 24, 1955",43-16145,Unknown
"Sep 23, 1955",G-AJTC,Unknown
"Sep 21, 1955",CP-570,Unknown
"Sep 20, 1955",CP-549,Unknown
"Sep 20, 1955",VW204,Unknown
"Sep 17, 1955",B-028,Unknown
"Sep 14, 1955",YV-C-EVL,Unknown
"Aug 5, 1955",G804,Unknown
"Jul 28, 1955",122458,Unknown
"Jul 20, 1955",,Unknown
"Jul 8, 1955",,Unknown
"Jul 5, 1955",,Unknown
"Jun 18, 1955",CF-HVJ,Unknown
"Jun 13, 1955",ZS-DMB,Unknown
"Jun 3, 1955",F-BFVT,Unknown
"May 28, 1955",F-BFHD,Unknown
"May 15, 1955",52-1088,Unknown
"May 13, 1955",,Unknown
"May 5, 1955",CF-GQK,Unknown
"Apr 26, 1955",YV-C-ARD,Unknown
"Apr 14, 1955",SP-LAE,Unknown
"Apr 11, 1955",CF-HMZ,Unknown
"Apr 2, 1955",F-RAHV,Unknown
"Mar 31, 1955",53-3230,Unknown
"Mar 29, 1955",VL970,Unknown
"Mar 18, 1955",F-BAXL,Unknown
"Mar 17, 1955",F-BBOF,Unknown
"Mar 14, 1955",F-BFGN,Unknown
"Mar 9, 1955",HK-328,Unknown
"Mar 8, 1955",XA-DIK,Unknown
"Mar 7, 1955",XB-ZEH,Unknown
"Feb 4, 1955",CF-GPM,Unknown
"Jan 31, 1955",HK-1000E,Unknown
"Jan 18, 1955",VM309,Unknown
"Dec 31, 1954",,Unknown
"Dec 22, 1954",VH-BMN,Unknown
"Dec 18, 1954",YV-C-AMP,Unknown
"Dec 11, 1954",2121,Unknown
"Dec 10, 1954",YV-C-AGI,Unknown
"Dec 1, 1954",VH-DHD,Unknown
"Oct 11, 1954",PP-DKS,Unknown
"Sep 14, 1954",VH-SML,Unknown
"Sep 4, 1954",F-BEIO,Unknown
"Aug 25, 1954",F-BAZI,Unknown
"Aug 24, 1954",JA5012,Unknown
"Aug 23, 1954",PH-DFO,Unknown
"Aug 16, 1954",,Unknown
"Aug 14, 1954",LN-TVO,Unknown
"Aug 12, 1954",F-BSGS,Unknown
"Aug 8, 1954",N91008,Unknown
"Jul 31, 1954",N9610,Unknown
"Jul 23, 1954",N4278C,Unknown
"Jun 18, 1954",OB-ABO-341,Unknown
"Jun 15, 1954",G-AKLA,Unknown
"Jun 11, 1954",HC-SJN,Unknown
"Jun 8, 1954",F-BCCL,Unknown
"May 21, 1954",F-BEIP,Unknown
"May 7, 1954",128421,Unknown
"May 5, 1954",59143,Unknown
"Apr 26, 1954",G-AGUV,Unknown
"Apr 24, 1954",XA-KED,Unknown
"Apr 20, 1954",ZK-AXK,Unknown
"Apr 13, 1954",956,Unknown
"Apr 13, 1954",F-OALK,Unknown
"Mar 29, 1954",N67000,Unknown
"Mar 3, 1954",NJ267,Unknown
"Feb 25, 1954",VT-ATU,Unknown
"Feb 12, 1954",WL794,Unknown
"Feb 9, 1954",HK-167,Unknown
"Jan 24, 1954",VP-KEA,Unknown
"Jan 2, 1954",,Unknown
"Jan 2, 1954",VX538,Unknown
"Dec 20, 1953",OO-CBM,Unknown
"Dec 15, 1953",SU-AFK,Unknown
"Dec 11, 1953",WL746,Unknown
"Dec 4, 1953",51-7905,Unknown
"Nov 15, 1953",51-036,Unknown
"Nov 10, 1953",85152,Unknown
"Oct 20, 1953",B-036,Unknown
"Oct 19, 1953",XC-PMX,Unknown
"Oct 17, 1953",F-VNAE,Unknown
"Oct 9, 1953",FM115,Unknown
"Sep 19, 1953",HK-143,Unknown
"Sep 19, 1953",HB-UXO,Unknown
"Aug 28, 1953",CF-AYO,Unknown
"Aug 28, 1953",365,Unknown
"Aug 18, 1953",XA-GOT,Unknown
"Aug 12, 1953",131586,Unknown
"Aug 5, 1953",O-14,Unknown
"Aug 4, 1953",XY-ACX,Unknown
"Aug 4, 1953",N4272C,Unknown
"Jul 30, 1953",F-VNAD,Unknown
"Jul 6, 1953",OO-CCA,Unknown
"Jun 23, 1953",49-0161,Unknown
"Jun 17, 1953",45-0929,Unknown
"Jun 16, 1953",F-BEST,Unknown
"May 26, 1953",KB995,Unknown
"May 11, 1953",F-BBZL,Unknown
"May 7, 1953",WG258,Unknown
"Apr 20, 1953",KB966,Unknown
"Apr 12, 1953",CF-BQQ,Unknown
"Apr 6, 1953",CF-FZE,Unknown
"Mar 22, 1953",85151,Unknown
"Mar 18, 1953",44-69982,Unknown
"Mar 13, 1953",SP-LCH,Unknown
"Feb 28, 1953",44-34183,Unknown
"Feb 15, 1953",HK-606,Unknown
"Feb 1, 1953",KB914,Unknown
"Jan 21, 1953",G-AGJN,Unknown
"Jan 11, 1953",SE-BUX,Unknown
"Jan 8, 1953",WF502,Unknown
"Dec 31, 1952",F-BEHA,Unknown
"Dec 26, 1952",47-2622,Unknown
"Dec 25, 1952",YV-C-AVX,Unknown
"Dec 21, 1952",43-49084,Unknown
"Dec 21, 1952",YV-C-ARC,Unknown
"Dec 6, 1952",CU-T397,Unknown
"Dec 5, 1952",F-BANK,Unknown
"Nov 24, 1952",KB940,Unknown
"Nov 20, 1952",124242,Unknown
"Nov 17, 1952",,Unknown
"Nov 16, 1952",LN-LAI,Unknown
"Nov 15, 1952",44-78114,Unknown
"Nov 12, 1952",59923,Unknown
"Nov 12, 1952",VT-CLE,Unknown
"Nov 10, 1952",N5116N,Unknown
"Nov 7, 1952",VH-AVS,Unknown
"Nov 6, 1952",F-BFVO,Unknown
"Nov 4, 1952",2830,Unknown
"Oct 22, 1952",MF627,Unknown
"Oct 16, 1952",VH-AND,Unknown
"Oct 16, 1952",44-77538,Unknown
"Oct 14, 1952",CF-GDZ,Unknown
"Oct 8, 1952",VP286,Unknown
"Oct 7, 1952",SP-LAO,Unknown
"Oct 2, 1952",HA-LIL,Unknown
"Sep 25, 1952",G799,Unknown
"Sep 24, 1952",VP-RCJ,Unknown
"Sep 13, 1952",KT-2,Unknown
"Sep 10, 1952",,Unknown
"Aug 27, 1952",G-AHRF,Unknown
"Aug 19, 1952",VL266,Unknown
"Aug 18, 1952",1599,Unknown
"Jul 28, 1952",984,Unknown
"Jul 22, 1952",102,Unknown
"Jul 21, 1952",CF-MAL,Unknown
"Jul 18, 1952",SP-LHC,Unknown
"Jun 27, 1952",124331,Unknown
"Jun 5, 1952",N41813,Unknown
"May 19, 1952",SP-LBD,Unknown
"May 9, 1952",PK-DPA,Unknown
"May 5, 1952",XA-JUV,Unknown
"Apr 29, 1952",43-15379,Unknown
"Apr 26, 1952",CF-GPI,Unknown
"Apr 7, 1952",F-BATB,Unknown
"Mar 30, 1952",PI-C270,Unknown
"Mar 22, 1952",CF-BXZ,Unknown
"Mar 21, 1952",,Unknown
"Mar 14, 1952",TG562,Unknown
"Mar 10, 1952",PI-C5,Unknown
"Feb 21, 1952",G-AKHG,Unknown
"Feb 19, 1952",F-BEFX,Unknown
"Feb 15, 1952",VP-YJC,Unknown
"Feb 8, 1952",VT-COK,Unknown
"Jan 29, 1952",CF-BQG,Unknown
"Jan 28, 1952",N94538,Unknown
"Jan 27, 1952",TF-RVH,Unknown
"Jan 5, 1952",122443,Unknown
"Jan 4, 1952",G-AGZS,Unknown
"Jan 2, 1952",VP-JAW,Unknown
"Jan 1, 1952",F-BAMQ,Unknown
"Dec 31, 1951",84682,Unknown
"Dec 6, 1951",V3910,Unknown
"Dec 6, 1951",G-AGPH,Unknown
"Nov 28, 1951",I-LETR,Unknown
"Nov 27, 1951",59223,Unknown
"Nov 14, 1951",VT-CKU,Unknown
"Nov 11, 1951",T-77,Unknown
"Nov 7, 1951",F-BEIV,Unknown
"Nov 1, 1951",HS-SGE,Unknown
"Oct 29, 1951",VP-YHF,Unknown
"Oct 22, 1951",YU-ACC,Unknown
"Oct 22, 1951",48-0413,Unknown
"Oct 20, 1951",NC44890,Unknown
"Oct 18, 1951",CF-DXR,Unknown
"Oct 15, 1951",49-2602,Unknown
"Oct 15, 1951",VP-KEB,Unknown
"Oct 8, 1951",XA-GOR,Unknown
"Sep 29, 1951",CB-43,Unknown
"Sep 25, 1951",D-03,Unknown
"Sep 19, 1951",CF-GPB,Unknown
"Sep 18, 1951",T-37,Unknown
"Sep 14, 1951",G780,Unknown
"Sep 9, 1951",CF-GPK,Unknown
"Sep 1, 1951",XA-JOR,Unknown
"Aug 31, 1951",66280,Unknown
"Aug 23, 1951",,Unknown
"Aug 23, 1951",59875,Unknown
"Aug 20, 1951",HS-SAF,Unknown
"Aug 6, 1951",59657,Unknown
"Aug 4, 1951",CF-GRQ,Unknown
"Jul 29, 1951",CB-39,Unknown
"Jul 25, 1951",F-BFHF,Unknown
"Jul 21, 1951",CF-CPC,Unknown
"Jul 20, 1951",F-OABX,Unknown
"Jul 18, 1951",F-BDRI,Unknown
"Jul 9, 1951",HK-126,Unknown
"Jun 15, 1951",124253,Unknown
"May 31, 1951",44-34583,Unknown
"May 31, 1951",43-48954,Unknown
"May 30, 1951",56513,Unknown
"May 27, 1951",,Unknown
"May 16, 1951",F-ZJPH,Unknown
"May 15, 1951",42-93720,Unknown
"May 15, 1951",PP-LPC,Unknown
"May 12, 1951",F-BDYE,Unknown
"May 8, 1951",VT-CTX,Unknown
"Apr 7, 1951",CF-GSA,Unknown
"Apr 2, 1951",HK-142,Unknown
"Mar 30, 1951",N74644,Unknown
"Mar 27, 1951",43-15691,Unknown
"Mar 27, 1951",VH-CAQ,Unknown
"Mar 26, 1951",LV-ACY,Unknown
"Mar 21, 1951",HK-315,Unknown
"Feb 17, 1951",VT-ARZ,Unknown
"Feb 15, 1951",YV-P-APY,Unknown
"Feb 14, 1951",HK-333,Unknown
"Feb 12, 1951",F-OABK,Unknown
"Feb 10, 1951",VH-AJP,Unknown
"Jan 31, 1951",6603,Unknown
"Jan 30, 1951",CF-CRE,Unknown
"Jan 29, 1951",VH-AAC,Unknown
"Jan 28, 1951",43-16102,Unknown
"Jan 28, 1951",VH-TOA,Unknown
"Jan 20, 1951",,Unknown
"Jan 20, 1951",49-083,Unknown
"Jan 16, 1951",N93054,Unknown
"Jan 16, 1951",43-16287,Unknown
"Jan 15, 1951",HS-SGF,Unknown
"Jan 13, 1951",VR-HEP,Unknown
"Jan 11, 1951",84662,Unknown
"Jan 2, 1951",CF-ECN,Unknown
"Jan 1, 1951",HW202,Unknown
"Jan 1, 1951",CB-31,Unknown
"Dec 31, 1950",G-AJWI,Unknown
"Dec 31, 1950",XA-BFK,Unknown
"Dec 28, 1950",16-82,Unknown
"Dec 12, 1950",F-BDAT,Unknown
"Dec 12, 1950",NZ4048,Unknown
"Dec 4, 1950",SE-BRP,Unknown
"Dec 3, 1950",G-AJXK,Unknown
"Dec 2, 1950",45-0949,Unknown
"Dec 1, 1950",EP-AAJ,Unknown
"Dec 1, 1950",HK-67,Unknown
"Nov 25, 1950",G-AIAP,Unknown
"Nov 24, 1950",HK-330,Unknown
"Nov 23, 1950",OB-PAU-201,Unknown
"Nov 21, 1950",43-49704,Unknown
"Nov 17, 1950",PK-DPB,Unknown
"Nov 15, 1950",YR-TAA,Unknown
"Nov 14, 1950",VR-NEW,Unknown
"Nov 9, 1950",43-49529,Unknown
"Nov 9, 1950",42-72742,Unknown
"Nov 8, 1950",CB-47,Unknown
"Nov 5, 1950",84769,Unknown
"Nov 5, 1950",A65-116,Unknown
"Nov 4, 1950",43-49681,Unknown
"Oct 31, 1950",TJ-ABA,Unknown
"Oct 26, 1950",43-49030,Unknown
"Oct 25, 1950",MW102,Unknown
"Oct 19, 1950",43-49440,Unknown
"Oct 12, 1950",49-0105,Unknown
"Oct 2, 1950",CB-38,Unknown
"Sep 26, 1950",42-72457,Unknown
"Sep 26, 1950",VT-DAT,Unknown
"Sep 22, 1950",G-AGPB,Unknown
"Sep 21, 1950",YU-ABC,Unknown
"Sep 18, 1950",RF534,Unknown
"Sep 14, 1950",TF-RVC,Unknown
"Sep 14, 1950",EP-AAG,Unknown
"Sep 12, 1950",F-OACA,Unknown
"Sep 12, 1950",43-15299,Unknown
"Sep 8, 1950",42-94072,Unknown
"Aug 29, 1950",HK-116,Unknown
"Aug 26, 1950",XA-DEZ,Unknown
"Aug 24, 1950",45-1126,Unknown
"Aug 3, 1950",43-49278,Unknown
"Jul 29, 1950",TF-SHB,Unknown
"Jul 13, 1950",49-0267,Unknown
"Jul 9, 1950",F-BFGL,Unknown
"Jul 9, 1950",PP-ETD,Unknown
"Jul 7, 1950",45-0518,Unknown
"Jun 30, 1950",YV-C-ARG,Unknown
"Jun 23, 1950",44-84014,Unknown
"Jun 19, 1950",CCCP-I530,Unknown
"Jun 19, 1950",43-48885,Unknown
"Jun 12, 1950",LV-ACL,Unknown
"Jun 7, 1950",42-94081,Unknown
"Jun 3, 1950",7425,Unknown
"Jun 1, 1950",122454,Unknown
"May 24, 1950",HK-307,Unknown
"May 17, 1950",43-49496,Unknown
"May 17, 1950",VT-CHB,Unknown
"May 15, 1950",LN-IAU,Unknown
"May 12, 1950",VP-KEC,Unknown
"May 8, 1950",G-AHJX,Unknown
"May 2, 1950",HK-120,Unknown
"Apr 29, 1950",KG317,Unknown
"Apr 26, 1950",G-AIXW,Unknown
"Apr 24, 1950",CB-51,Unknown
"Apr 13, 1950",1706,Unknown
"Mar 29, 1950",SP-LBA,Unknown
"Mar 28, 1950",43-49915,Unknown
"Mar 28, 1950",SP-LCC,Unknown
"Mar 28, 1950",44-77292,Unknown
"Mar 25, 1950",TC-BAL,Unknown
"Mar 16, 1950",KN300,Unknown
"Mar 11, 1950",HK-123,Unknown
"Mar 10, 1950",F-BECR,Unknown
"Mar 2, 1950",G-AKDV,Unknown
"Feb 22, 1950",44-86919,Unknown
"Feb 20, 1950",VT-CXX,Unknown
"Feb 13, 1950",N58514,Unknown
"Feb 10, 1950",84704,Unknown
"Feb 9, 1950",CF-CPR,Unknown
"Feb 7, 1950",NZ4051,Unknown
"Feb 4, 1950",43-49143,Unknown
"Jan 31, 1950",45-1113,Unknown
"Jan 30, 1950",45-1015,Unknown
"Jan 25, 1950",VT-CPQ,Unknown
"Jan 24, 1950",PI-C22,Unknown
"Jan 22, 1950",VP-YER,Unknown
"Jan 10, 1950",F-BEFQ,Unknown
"Jan 7, 1950",XA-CAB,Unknown
"Jan 3, 1950",VP-TAT,Unknown
"Dec 31, 1949",VP-KEN,Unknown
"Dec 31, 1949",VP-KEO,Unknown
"Dec 28, 1949",G-AIHY,Unknown
"Dec 23, 1949",I-AHBX,Unknown
"Dec 19, 1949",PP-AXG,Unknown
"Dec 10, 1949",XT-814,Unknown
"Dec 9, 1949",XT-820,Unknown
"Nov 26, 1949",HK-305,Unknown
"Nov 17, 1949",HS-TA180,Unknown
"Nov 15, 1949",I-LATI,Unknown
"Nov 13, 1949",UBT-705,Unknown
"Nov 1, 1949",G-AIIS,Unknown
"Oct 22, 1949",F-BFGH,Unknown
"Oct 17, 1949",SU-AFX,Unknown
"Oct 15, 1949",G-AKLM,Unknown
"Oct 13, 1949",XA-HIM,Unknown
"Oct 10, 1949",XA-HOU,Unknown
"Oct 9, 1949",CF-GIA,Unknown
"Oct 4, 1949",EI-AEA,Unknown
"Sep 26, 1949",AW660,Unknown
"Sep 16, 1949",ML851,Unknown
"Sep 1, 1949",XA-GAM,Unknown
"Aug 31, 1949",LN-TAK,Unknown
"Aug 24, 1949",G-AIYI,Unknown
"Aug 21, 1949",F-BANQ,Unknown
"Aug 10, 1949",CB-37,Unknown
"Jul 30, 1949",G-AIWZ,Unknown
"Jul 22, 1949",46564,Unknown
"Jul 15, 1949",G-AJGD,Unknown
"Jul 11, 1949",VR-HDQ,Unknown
"Jul 11, 1949",F-WFDM,Unknown
"Jul 9, 1949",ST818,Unknown
"Jul 4, 1949",CF-GHY,Unknown
"Jun 28, 1949",F-BDPV,Unknown
"Jun 26, 1949",4X-ACG,Unknown
"Jun 17, 1949",VS502,Unknown
"Jun 13, 1949",,Unknown
"Jun 2, 1949",XT-520,Unknown
"Jun 1, 1949",G-AKBJ,Unknown
"May 23, 1949",KN551,Unknown
"May 18, 1949",F-BDPY,Unknown
"May 15, 1949",34014,Unknown
"May 13, 1949",HC-SIB,Unknown
"May 6, 1949",G-AFIX,Unknown
"May 5, 1949",PP-DKF,Unknown
"May 2, 1949",VR-NAG,Unknown
"Apr 29, 1949",G-AKAC,Unknown
"Apr 29, 1949",XB-KAQ,Unknown
"Apr 28, 1949",HC-SBV,Unknown
"Apr 23, 1949",SX-BAF,Unknown
"Apr 23, 1949",XY-ABP,Unknown
"Apr 9, 1949",F-BATU,Unknown
"Apr 9, 1949",G-AHDP,Unknown
"Apr 1, 1949",G-AHDL,Unknown
"Mar 31, 1949",NC90511,Unknown
"Mar 29, 1949",PP-MGA,Unknown
"Mar 16, 1949",VH-ARC,Unknown
"Mar 15, 1949",G-AHFI,Unknown
"Mar 14, 1949",XY-ABO,Unknown
"Feb 27, 1949",F-BECH,Unknown
"Feb 18, 1949",,Unknown
"Feb 17, 1949",HC-SBB,Unknown
